Name,Age,Manipulation Capacity,Analitical Capacity,Computer Skills,Teamwork,Self Learning,Best Career
Person_45,40,7.401085437056446,9.391065606716534,6.623104299772753,5.887933141425934,7.4254659312541635,Biomedical Engineer
Person_46,57,7.39364160394983,7.7620617308413395,4.8375034416584,3.085642174467968,7.291864563465314,Electrical Engineer
Person_47,40,8.06992369745812,7.024509206877752,4.889575393985439,5.516594975257574,5.274263269814991,Materials Engineer
Person_48,35,8.266317024534601,8.236786465338461,4.458909523365654,5.852683397173537,6.088314517402141,Aerospace Engineer
Person_49,34,8.07264322051337,9.570977049224865,3.1853327453256144,5.309655338671158,6.040213813138678,Aerospace Engineer
Person_50,38,7.439943893009033,9.088736048846565,5.669510162297625,5.464828421999926,7.012570023406476,Biomedical Engineer
Person_51,45,5.68388047829595,7.258132389159014,6.452599463792934,6.57149762742907,5.04429815090429,Environmental Engineer
Person_52,26,8.257336194230476,7.018744091337543,3.5994712740042143,5.149511581235963,7.359284658956764,Mechanical Engineer
Person_53,37,8.665330104061523,6.246238985404183,2.7534979949264686,7.302582220951202,6.412572879739778,Civil Engineer
Person_54,59,9.877163380445353,8.805968304577302,3.476648425669563,5.616281429013085,6.616186363558234,Mechanical Engineer
Person_55,38,9.104896958105922,7.1942063079444285,2.4397095628947945,6.927974365115315,5.137412669004829,Civil Engineer
Person_56,50,6.442157983220972,8.670433075868964,5.585815237682192,5.925492255641647,6.0777677622852195,Biomedical Engineer
Person_57,56,7.288277473733644,7.260395755031958,3.67454155685913,5.392457617872418,5.095131737179956,Chemical Engineer
Person_58,53,9.484492848498087,7.175398973533921,3.5057929556780367,6.752190952868531,6.334767620971272,Civil Engineer
Person_59,59,8.799545941005459,7.136166232887411,2.195225832995419,7.18412905771188,6.994398583925308,Civil Engineer
Person_60,42,7.639925669662211,8.408023855514628,5.20766952800664,8.568061761568355,6.695455694255871,Industrial Engineer
Person_61,32,7.267220650990663,8.546010607968165,3.699191177828787,5.7842752515441225,5.500766427336765,Chemical Engineer
Person_62,29,7.6827648263728125,8.997134154525845,5.67798886135933,8.749872806614935,6.816337086294478,Industrial Engineer
Person_63,51,6.7677247064276065,8.737867617008005,8.276094000184603,5.261204484573748,7.2703106786263065,Software Engineer
Person_64,43,5.938061519970446,6.758235552241327,6.954258633076554,6.301418464575584,5.234373756579352,Environmental Engineer
Person_65,48,6.870324597721688,8.063240599103322,3.8169642454260755,5.384472111397445,6.714623851411684,Chemical Engineer
Person_66,27,9.431276466558186,7.430692927915393,3.3739079712171485,6.020645553248365,7.042635139109242,Mechanical Engineer
Person_67,52,7.820976629668605,7.048322348288478,5.4461483090259195,8.186226002672457,6.98445163205635,Industrial Engineer
Person_68,51,8.204187554529044,7.615861977515571,3.399115244847592,5.989599078115914,5.321845325848077,Materials Engineer
Person_69,59,9.182815809169032,6.276815546718254,3.3145280801049695,7.738742328280625,6.540096948411491,Civil Engineer
Person_70,28,7.682841137372549,8.10100176743552,5.043919753223679,3.6605324471114917,6.028293783915947,Electrical Engineer
Person_71,38,7.3638357695981025,8.62395216431211,3.2727500195333508,4.592911894791091,6.243702094751203,Aerospace Engineer
Person_72,39,6.56447038264366,9.33033039197288,8.621655805379966,5.562805514759981,7.975664327243413,Software Engineer
Person_73,34,8.534834722299617,7.43924582910399,2.737242315385287,7.364676268285122,6.689123385240384,Civil Engineer
Person_74,45,8.8065760238309,7.138946341180783,2.7961798454115767,7.847556450276462,5.177057807566328,Civil Engineer
Person_75,33,9.887767659651951,8.432788635496143,3.558021372722969,5.656874503920228,6.235234573108718,Mechanical Engineer
Person_76,39,5.779756497109389,8.525498040756483,7.897673058245944,4.605820684633781,7.914815040473707,Software Engineer
Person_77,28,7.906633824803939,8.582556554359117,3.9009921903548213,5.2571460831731756,6.119780101621142,Materials Engineer
Person_78,57,7.96423804728365,8.295181158106109,5.024502593015108,4.889342985005515,7.381166064706266,Electrical Engineer
Person_79,51,7.514146876047952,8.408157968098344,5.487575520855957,5.071020870900533,7.709660009062139,Biomedical Engineer
Person_80,29,6.960975296453288,8.792140265673066,4.391938348363767,5.756662914506665,5.91973795750858,Chemical Engineer
Person_81,35,6.051730780824536,8.993303981526015,3.887785990583423,6.88921357783938,5.063820828918233,Chemical Engineer
Person_82,49,7.229548462952324,8.64432099420558,3.625607095600358,4.940632473631092,6.029503472709026,Aerospace Engineer
Person_83,22,7.085065336394594,9.14740370844918,3.9797619943446305,5.733993255884562,6.944964215994441,Aerospace Engineer
Person_84,53,6.721454854536837,7.421654413997014,5.736891212655738,6.744144811396293,5.868063534785616,Environmental Engineer
Person_85,40,9.580550373772766,8.60764910776043,3.2269924613804344,5.414626114118725,6.245424703521929,Mechanical Engineer
Person_86,26,8.406578001105393,7.1128325546959,3.9100934733733457,5.978775810534841,5.139375943171904,Materials Engineer
Person_87,53,6.390061022013146,7.218433525727937,4.178935923289447,7.191142167968291,6.831410212878887,Industrial Engineer
Person_88,51,5.861040313491246,8.874650921633497,8.547493054828617,4.992981327788984,7.143954069427832,Software Engineer
Person_89,37,8.586940963523418,7.231687675234227,5.226688142494654,3.1265615801477566,6.085553429018733,Electrical Engineer
Person_90,49,8.693153234070603,8.093698937091917,3.609622470219791,5.497812392551078,6.579866076836485,Aerospace Engineer
Person_91,44,5.345395479790128,8.043758860354513,8.634215498266911,4.154117799150273,7.078686610855562,Software Engineer
Person_92,43,6.824502751935727,7.737586575453677,6.65396929168464,6.58795795029568,6.75892411657141,Environmental Engineer
Person_93,35,6.194174481889117,9.556976815531794,5.63362286689075,6.85343550246553,6.007030846965987,Biomedical Engineer
Person_94,30,9.686625550340109,6.451712759709901,3.0775509761385056,6.030275564461386,6.658949497860117,Civil Engineer
Person_95,34,6.688073978033647,8.4585992133367,7.641189698589132,4.323834799459756,7.146528869903686,Software Engineer
Person_96,51,7.366729237310912,7.794643249341783,3.340622602052292,4.132829782723437,6.173752505609998,Materials Engineer
Person_97,47,8.55229048392969,7.556611708186203,2.7383265069513887,7.282621960217706,5.206568568153208,Civil Engineer
Person_98,28,8.363984311629222,6.623428781555754,3.1951124362483245,7.932631868741723,5.442871593707839,Civil Engineer
Person_99,41,8.063271996501271,7.1061066426689266,2.6865020543237277,6.0605806893512995,6.539304719458909,Civil Engineer
Person_100,58,9.693003807934453,6.378967748200839,2.6038789707196597,6.901912867731995,6.275259266366792,Civil Engineer
Person_101,22,8.870950607480149,8.714177859666888,4.9150538596777595,6.535196947418077,6.779390770331519,Mechanical Engineer
Person_102,25,7.719232840880206,9.2884342501352,6.014826708427119,6.60943932216381,7.896889003361171,Biomedical Engineer
Person_103,45,5.848416187774541,7.139284163312025,5.779842862998796,7.672704605143896,5.652073265081915,Environmental Engineer
Person_104,43,8.911600444016374,7.571861169791896,3.777450296976583,6.7709659769595785,7.988863539053611,Mechanical Engineer
Person_105,49,6.874788983759718,8.674037569727215,6.067422660774766,5.731130903793019,6.011046961111612,Biomedical Engineer
Person_106,44,5.578144269689164,8.12797294176258,8.288386965429606,4.437228158080096,6.302920077171182,Software Engineer
Person_107,32,7.258099193184316,8.46994655207465,5.365049499536481,7.858227530582268,6.064568058408881,Industrial Engineer
Person_108,49,7.661399189588861,8.150036641974866,5.619275483528595,7.262737739246173,6.760508027846173,Industrial Engineer
Person_109,38,7.361238489592827,8.538695920066223,5.047906425705284,3.142216584671174,7.686184285459898,Electrical Engineer
Person_110,29,8.156831070782907,8.081861276426874,4.1896994919133075,3.674737716699491,6.7655906763914695,Electrical Engineer
Person_111,32,7.289155029753875,8.556352947827548,6.742835507625646,5.911951252935667,7.753113411158751,Biomedical Engineer
Person_112,28,9.873903631948002,6.7582501513818904,3.744035307619052,7.48104176530794,6.401011136792989,Civil Engineer
Person_113,47,8.852212089221004,7.5498187671796515,3.7808779428088006,7.2006566877357185,6.555153035260437,Civil Engineer
Person_114,26,7.9557273905333625,7.086138561808414,4.13163876000788,3.743978477838029,7.517582968186731,Electrical Engineer
Person_115,24,7.293623958632553,7.674203953058591,3.0069584540598755,5.901719705396204,5.543877547784953,Materials Engineer
Person_116,25,8.074208468021066,8.371533704399239,4.759657120543397,5.013372228621754,6.615972242949608,Aerospace Engineer
Person_117,28,5.664340816167997,8.018682564830968,8.882053427674174,4.409187414851278,6.877415950283526,Software Engineer
Person_118,24,7.947366677511443,8.993473880060579,4.65674337597889,4.007121732305222,7.9244456819393765,Electrical Engineer
Person_119,56,6.1759700583621076,9.547777332674336,7.99631395319612,4.329342935428857,6.813845036059942,Software Engineer
Person_120,25,7.697379245577311,9.971834041635077,6.602243550529085,5.839785595415827,7.834965283429884,Biomedical Engineer
Person_121,35,8.028991166532649,9.807886048513492,4.831244690178128,5.935344714309897,7.698551465089984,Aerospace Engineer
Person_122,50,7.69873343660708,8.141923569899706,4.841310013202774,5.218428155173831,5.644040215544797,Chemical Engineer
Person_123,29,5.0387424497107185,8.015425566226531,8.22423173672266,4.567214597682061,7.461281156006275,Software Engineer
Person_124,45,6.277087104024182,7.765572911634443,5.0384982468979205,7.73316999631846,6.321367369722693,Environmental Engineer
Person_125,33,7.009978907243914,9.473065788481769,6.946339824926316,5.939953044887426,6.707278432335072,Biomedical Engineer
Person_126,39,8.549613201836996,7.796535373148546,3.8266879335965656,5.488664624581676,6.8586724900815055,Mechanical Engineer
Person_127,28,7.66585353803895,8.60732943084429,5.989950760713811,8.450093210908847,5.334459716771267,Industrial Engineer
Person_128,54,5.098428381944724,7.3360403078962895,6.589365396587699,7.124302734652867,5.657262547303463,Environmental Engineer
Person_129,26,5.710059877022885,7.242263288111053,5.642084972276384,7.537458538224263,6.509438713897083,Environmental Engineer
Person_130,44,8.581928453717167,7.681499842239797,4.641801902913557,5.069809024052593,6.400534390787307,Mechanical Engineer
Person_131,37,6.7433695334244845,7.682763331558454,6.2425124259858755,6.472126202388799,5.372110967679993,Environmental Engineer
Person_132,48,7.023319109220247,9.628926777572554,4.334515775006905,4.009533886341734,7.9222095471647,Aerospace Engineer
Person_133,33,6.122390428988847,7.874649341397133,3.2398027011560644,5.649637437626483,5.79334202775532,Chemical Engineer
Person_134,52,7.618234746947106,7.00716020814531,4.7777943001984156,4.637451715960589,7.549692874013621,Electrical Engineer
Person_135,56,6.751615638641805,9.11768393691609,8.315245627865886,5.964978234528672,7.334241761545126,Software Engineer
Person_136,47,9.231330510709752,7.525801271795834,3.1008771760606972,5.827895105837175,6.764599749144853,Mechanical Engineer
Person_137,28,8.88311673056159,9.655806020881862,3.974339842778025,5.151525347911173,7.662454172037078,Aerospace Engineer
Person_138,43,7.9729336591252915,7.739988360821061,4.761341980957585,7.696764431434589,6.841420201817044,Industrial Engineer
Person_139,45,5.170331015120039,9.735158486011125,8.354313685359001,4.901262083943276,6.259681347111918,Software Engineer
Person_140,36,8.725871261398684,7.145304399200458,5.769502772535617,4.098252879770177,7.918521065501278,Electrical Engineer
Person_141,39,7.229910019380203,7.713218202483509,4.008850668758794,3.240465499422659,6.0769217458939515,Electrical Engineer
Person_142,59,8.782190748997568,7.943066516545049,4.510790664569425,5.243981305639112,6.461955880337662,Mechanical Engineer
Person_143,24,6.189641578469427,7.785687640369444,5.957213089862409,7.645934730765594,6.489477412408205,Industrial Engineer
Person_144,34,8.589958451733734,8.938995146336943,4.602195140831865,5.271116785453562,5.50435722510005,Materials Engineer
Person_145,48,7.741301013875473,8.09951256993311,4.400478196754525,5.737126421415301,6.882873990234672,Chemical Engineer
Person_146,44,5.449251986788745,9.103493933691876,8.24881727573874,4.57447778773018,7.472944338755794,Software Engineer
Person_147,56,6.747220082782948,8.623581746312418,4.274287292487029,8.154077104768831,6.532358760708911,Industrial Engineer
Person_148,24,6.257566907836795,7.361227433121032,4.4935067233766945,7.404400877689019,5.145902830937929,Industrial Engineer
Person_149,30,8.656260173587357,8.453704616323863,4.981473174194309,5.827261034847226,6.436927474088067,Materials Engineer
Person_150,40,7.711939893634673,8.761178241007856,5.620310332321932,6.307805727003581,6.329162641602014,Biomedical Engineer
Person_151,44,6.917661919881773,9.257944519256608,6.7914806485369255,6.178782108624978,7.489634051383642,Biomedical Engineer
Person_152,46,8.472037502150059,8.109555919371383,4.828492322457564,5.682094453087916,6.791288775204585,Aerospace Engineer
Person_153,32,7.734656464282715,7.080088413744206,3.00775078329631,4.595077507813401,5.2115828101958215,Materials Engineer
Person_154,33,7.598341267322841,8.653230133204016,4.927882700451771,8.627259648310346,5.2061710606041105,Industrial Engineer
Person_155,38,8.631015667254873,7.2148918486354,5.112479691080306,3.476110232294877,7.15407204510596,Electrical Engineer
Person_156,37,6.057679445236647,7.789846328611156,4.896751366545568,7.449946042377132,6.0643725477566655,Industrial Engineer
Person_157,22,8.428038488326143,7.279510766476392,4.229955200755596,6.393401794264282,6.043921030674413,Mechanical Engineer
Person_158,33,8.113092037301598,6.579770500412733,2.2058275272742414,7.2815006970219,6.2664770468409,Civil Engineer
Person_159,58,5.870005518756976,8.002198706300456,7.433048153309088,5.775999259452738,6.504543828538167,Software Engineer
Person_160,57,7.909465730796116,8.603941205737433,4.191494395073251,4.950852583938795,6.408150669471119,Aerospace Engineer
Person_161,50,6.912325463866523,8.919198665086089,4.910845902386015,6.463749096841778,6.183514326852448,Chemical Engineer
Person_162,52,9.115779581628935,7.850894787437491,2.3361180233927406,6.259832335171831,6.807070999402681,Civil Engineer
Person_163,22,6.192804476958779,8.422209029901039,6.864886061683187,5.034263627919977,7.91213577120449,Biomedical Engineer
Person_164,42,7.163607846291154,8.811000664161872,4.67332222704254,4.145442954265428,7.657812935497638,Aerospace Engineer
Person_165,51,5.442871877397882,8.986289036078446,7.246748240336396,5.623240954996805,6.721097519411787,Software Engineer
Person_166,45,6.005623928651909,8.100837260502933,7.870733939171006,4.966647327096792,6.074102927195501,Software Engineer
Person_167,56,5.111231600663447,7.063057143417671,6.632523458251901,6.069015380793978,5.3344901679048515,Environmental Engineer
Person_168,55,6.665072200596074,8.822728471043586,7.365872496013091,4.246194155994274,7.9093964592357064,Software Engineer
Person_169,36,7.752991055209374,8.560797316789568,4.599274450129825,8.601537347523665,6.987647938274045,Industrial Engineer
Person_170,36,7.307019674528846,8.967655755022902,3.952558205909175,5.589819631299228,6.286260263325499,Chemical Engineer
Person_171,39,6.816816199992838,7.946764354820196,4.3783064140472145,7.810511100823518,5.206593041082806,Industrial Engineer
Person_172,56,8.72452909958613,7.369349047627427,4.448101772251677,4.915747938166985,5.289355643184568,Materials Engineer
Person_173,44,8.97698189706279,7.479463343694043,2.0479333410521576,7.278940947371047,5.024819081959515,Civil Engineer
Person_174,54,8.093821721717028,7.622470693329463,3.8025215934976897,4.172091134724818,6.004014309597599,Materials Engineer
Person_175,37,8.516603261337952,7.690220993075537,4.252264487677314,5.235742134718343,6.387498372002884,Materials Engineer
Person_176,37,7.2512824220938015,9.314441787847231,5.322736042318307,5.262456698908387,7.606550410941439,Biomedical Engineer
Person_177,53,7.359605793019868,7.199462934911243,4.807703855200858,8.411531448832813,5.876227091731364,Industrial Engineer
Person_178,52,6.096202483135481,7.8213124027128424,4.1368002698226904,7.8565970337284625,5.6214645039070374,Industrial Engineer
Person_179,39,5.612760172090645,6.723478152365741,6.688748461432278,6.866866155177305,5.810622673380671,Environmental Engineer
Person_180,57,9.301005459612886,7.968664239398587,2.8515913918435247,7.95740341909085,6.272654881153573,Civil Engineer
Person_181,46,6.339913155275136,7.432086309029449,6.380271698282479,6.917905461358906,5.702758136736765,Environmental Engineer
Person_182,34,9.530708717140934,8.644983503389385,3.6253763830949914,5.028752825729846,7.455957212415582,Mechanical Engineer
Person_183,32,5.573856434193152,6.04100299294989,5.660411385559916,6.38475292165285,6.823431624336666,Environmental Engineer
Person_184,43,5.5961616815467305,6.133915746936008,5.73076608923965,6.637720172660401,5.8457594098983074,Environmental Engineer
Person_185,54,8.716017648290016,7.8862774962476525,2.367218896292157,6.54515873323969,6.525036787083516,Civil Engineer
Person_186,47,8.516625595700358,7.850331391460578,5.992624668752481,4.160751043927692,6.623271855815192,Electrical Engineer
Person_187,22,9.195373488993912,6.8009992167237545,3.311914150961827,7.396206408222667,6.960610945006736,Civil Engineer
Person_188,22,6.128802267109264,8.987956025420177,5.718637401579722,5.699024458443429,7.46533393343468,Biomedical Engineer
Person_189,54,6.555524966025618,8.694055867266293,5.376584641861209,8.967218773810389,6.537388087381642,Industrial Engineer
Person_190,36,9.981174643113036,7.358472993775672,3.3293314197590456,7.589135781846714,5.317545393360651,Civil Engineer
Person_191,54,6.950225132254834,7.3169364225724625,4.577409828920516,8.869495558371591,5.069291697467139,Industrial Engineer
Person_192,37,6.415494017943493,8.324679593465353,5.244980013784755,6.263762515501668,6.36543214671655,Biomedical Engineer
Person_193,48,7.206605905719641,7.999051040802282,5.902741026071152,7.375077542857963,5.855126884845294,Industrial Engineer
Person_194,31,9.302248618497934,8.842392958689464,3.692924558434912,6.892784089846682,6.2702634965455255,Mechanical Engineer
Person_195,24,5.323687299029284,8.78454073501261,8.091829367651208,4.448281913529395,7.591011112530879,Software Engineer
Person_196,59,6.144451130190268,8.430574335637118,3.844020461527439,6.047925217165755,6.889181862718975,Chemical Engineer
Person_197,41,8.271746244105636,7.009741415552903,4.723563848716352,4.396036854717425,7.392005977346516,Electrical Engineer
Person_198,27,7.841410037133387,9.92928132611668,3.846694214557367,4.481213256043894,6.435060334578826,Aerospace Engineer
Person_199,59,6.589770772530264,7.777129311138596,6.7736359135229876,7.428079785877682,6.9591694816011875,Environmental Engineer
Person_200,37,8.521490392646214,7.83724894781874,2.257925253297722,7.637135572849485,6.508484393313319,Civil Engineer
Person_201,49,8.078596819169315,7.8400248663438505,5.416771119335777,4.4644685507888475,6.144871676466376,Electrical Engineer
Person_202,59,8.849823682161329,9.739406172453258,3.6455565594123076,4.167651205809899,7.813152900950914,Aerospace Engineer
Person_203,41,7.4494696008800885,7.360041151071481,3.3584597825789997,5.4928710310912985,5.001905560715615,Materials Engineer
Person_204,46,5.150008181544958,7.270248234545241,6.8532865280946105,6.80237634622709,6.7977699671974765,Environmental Engineer
Person_205,45,7.3918559944173,7.161238455003298,5.421753372920313,4.315742605960741,6.142903498891634,Electrical Engineer
Person_206,43,6.9305046127200205,8.522465270968326,7.590386405938125,4.251353585966654,6.451374885624275,Software Engineer
Person_207,29,6.11502543902308,7.466313916925292,4.48593057215078,6.522959683130289,6.216164255228533,Chemical Engineer
Person_208,25,8.198527815604955,7.0225459416534095,2.604069388540107,6.565941772513317,6.252524923677261,Civil Engineer
Person_209,27,8.053168087959286,7.52188859378238,3.6438350390590117,5.8248728411993405,5.686578830520958,Materials Engineer
Person_210,56,9.673515060684021,8.327694209791293,4.4281381335747145,6.194509799592522,7.8631825667375255,Mechanical Engineer
Person_211,45,8.67775496953086,8.189243966345721,3.511685663764089,5.559597417062636,6.04514154651679,Materials Engineer
Person_212,51,7.333815847843544,8.893701866704452,3.0077337249160188,6.984669907397227,6.264897214149556,Chemical Engineer
Person_213,26,6.4164047627714975,6.036874866879476,6.370828073219592,7.0028737347579355,5.686638682980966,Environmental Engineer
Person_214,49,9.636487677391624,8.231975164796655,3.620693715898752,6.130284865256568,6.2934516160371405,Mechanical Engineer
Person_215,31,7.74197872903054,9.630874304580784,5.366854424983844,6.97509200341212,7.391181925693823,Biomedical Engineer
Person_216,40,6.2495902698522094,7.027583052701198,5.837151651805203,7.172281032943408,5.50294705058103,Industrial Engineer
Person_217,38,8.352645550289935,9.759111454515214,4.352770442306935,4.005424258087972,7.445005752571448,Aerospace Engineer
Person_218,31,5.914559396358581,6.385455699854218,6.880428242966157,7.795982538585038,5.321495978997022,Environmental Engineer
Person_219,36,8.884659689712546,7.389030560536286,5.354676766486874,4.220736858827051,7.526761805485144,Electrical Engineer
Person_220,43,8.39095947813584,7.07856820704155,2.4469578743005274,7.778905851191626,6.4796534724462465,Civil Engineer
Person_221,40,7.881134063994494,9.179356658381362,3.6427176165802773,4.065087189999181,6.674343351182525,Aerospace Engineer
Person_222,32,8.195359830886618,8.324748737875145,5.906163278575525,3.454827039704509,7.447162443100638,Electrical Engineer
Person_223,24,8.163378261522768,8.172701261226099,4.386568439678912,4.372145336260191,6.117701050943779,Electrical Engineer
Person_224,32,7.5937751311097905,9.326623716371552,5.025110468080477,6.064265324740734,7.265975021843438,Biomedical Engineer
Person_225,26,6.855437912453398,7.53113950312379,6.4178534168064,6.983590439676611,6.955522839827102,Environmental Engineer
Person_226,50,7.076803314448783,7.551787484461924,3.0140575115046264,5.984970798413686,6.902211627776783,Chemical Engineer
Person_227,35,9.679434601526609,8.128062081891061,4.885463459695363,5.391321850333863,6.664522967912027,Mechanical Engineer
Person_228,29,7.479838918539859,7.993795034801835,4.3357457727829445,4.834744854432809,7.988809625530667,Electrical Engineer
Person_229,45,6.066997563974839,9.561614725033127,8.66727960607267,5.1223474564899805,6.488657989561567,Software Engineer
Person_230,44,9.780377290528257,6.254698827355414,2.586931792333196,7.480831357500922,6.381758416990135,Civil Engineer
Person_231,34,7.262489896324252,9.913335405052472,6.0764932790291475,5.146123920486586,7.578997287168169,Biomedical Engineer
Person_232,50,7.615823043795383,7.708507121130817,3.9454712460160737,5.829990204074775,6.786455016340149,Chemical Engineer
Person_233,48,8.286115346626083,8.793595293017672,5.755325060181667,4.110799578017504,6.518889281945952,Electrical Engineer
Person_234,59,8.36114333209531,8.790262285944918,4.358471589205288,4.838522501160237,6.091015739175864,Materials Engineer
Person_235,54,7.223058445093675,8.827776318074255,4.584443256874671,4.83201187927713,6.77883804441414,Materials Engineer
Person_236,54,7.004651146662224,7.032398856547834,4.449722943369599,5.526053853962402,5.715341996696852,Materials Engineer
Person_237,51,7.502583593741307,8.471748518207775,4.584130748796539,4.662301512622952,6.241941541685888,Materials Engineer
Person_238,50,7.679535266721756,9.018533149176776,6.047060955233947,6.8049420894283,7.046055411818736,Biomedical Engineer
Person_239,54,7.984281197062398,9.675872981540529,3.749234962591677,5.747499391236469,7.333538423272671,Aerospace Engineer
Person_240,41,7.849508767222273,7.796151839277881,5.594210221280249,7.005208764648041,5.99894362840093,Industrial Engineer
Person_241,48,5.033547194430939,6.773037789456543,5.713043587857287,7.7073316336991535,6.787878365146515,Environmental Engineer
Person_242,45,8.547367935491406,8.322842802437428,3.6753813198659606,4.8317022694902665,5.643207953839883,Materials Engineer
Person_243,38,6.559172048220681,8.788555868732097,6.790715574213559,5.479676845365104,6.0249808827165765,Biomedical Engineer
Person_244,49,7.240517462262296,9.105156111504899,6.312205255711631,6.19633537091818,6.846846349417385,Biomedical Engineer
Person_245,26,8.801880695162371,8.055708506943297,3.8564678665895915,4.020473953854839,6.922509776979176,Aerospace Engineer
